GroupId,QuizId,OrganizationId,SchemeOfWorkId
359,16863,359-16863-8374,8374
4036,16863,4036-16863-8374,8374
35,2068,35-2068-8374,8374
8623,2068,8623-2068-8374,8374
7013,4705,7013-4705-8374,8374
10142,16863,10142-16863-8374,8374
10142,13255,10142-13255-8374,8374
7013,11505,7013-11505-8374,8374
9856,4676,9856-4676-8374,8374
10142,4776,10142-4776-8374,8374
2040,844,2040-844-8378,8378
8432,844,8432-844-8378,8378
7116,844,7116-844-8378,8378
1307,844,1307-844-8378,8378
1395,844,1395-844-8378,8378
3612,16183,3612-16183-10242,10242
4441,16936,4441-16936-10242,10242
3892,16936,3892-16936-10242,10242
2174,15680,2174-15680-8419,8419
4441,13392,4441-13392-10242,10242
4291,5085,4291-5085-8388,8388
534,5085,534-5085-8388,8388
4036,5085,4036-5085-8388,8388
948,15235,948-15235-8388,8388
6080,15235,6080-15235-8388,8388
8920,14027,8920-14027-8400,8400
5355,14563,5355-14563-9,9
5743,5715,5743-5715-10240,10240
11253,5715,11253-5715-10240,10240
2362,5715,2362-5715-10240,10240
3892,743,3892-743-10242,10242
4432,10922,4432-10922-10243,10243
534,5446,534-5446-8388,8388
4291,5446,4291-5446-8388,8388
948,5446,948-5446-8388,8388
4576,5446,4576-5446-8388,8388
1307,5446,1307-5446-8388,8388
4036,5446,4036-5446-8388,8388
1136,73,1136-73-10241,10241
6101,73,6101-73-10241,10241
434,73,434-73-10241,10241
11304,766,11304-766-8375,8375
8386,4296,8386-4296-8466,8466
2093,1237,2093-1237-8386,8386
9662,1237,9662-1237-8386,8386
4567,1237,4567-1237-8386,8386
7976,1237,7976-1237-8386,8386
1630,1237,1630-1237-8386,8386
10343,1237,10343-1237-8386,8386
457,1237,457-1237-8386,8386
9247,1237,9247-1237-8386,8386
2432,1237,2432-1237-8386,8386
4201,1237,4201-1237-8386,8386
534,1237,534-1237-8386,8386
8176,1237,8176-1237-8386,8386
10697,1237,10697-1237-8386,8386
5635,1237,5635-1237-8386,8386
6439,1237,6439-1237-8386,8386
284,1237,284-1237-8386,8386
954,1237,954-1237-8386,8386
7651,1237,7651-1237-8386,8386
5445,1237,5445-1237-8386,8386
6145,1237,6145-1237-8386,8386
8581,1237,8581-1237-8386,8386
10593,1237,10593-1237-8386,8386
26,1237,26-1237-8386,8386
359,1237,359-1237-8386,8386
3627,1237,3627-1237-8386,8386
1307,1237,1307-1237-8386,8386
647,1237,647-1237-8386,8386
9922,1237,9922-1237-8386,8386
10779,1237,10779-1237-8386,8386
6092,1237,6092-1237-8386,8386
43,1237,43-1237-8386,8386
2631,1237,2631-1237-8386,8386
10019,1237,10019-1237-8386,8386
6074,1237,6074-1237-8386,8386
3612,9057,3612-9057-10242,10242
4441,9057,4441-9057-10242,10242
10295,11343,10295-11343-10241,10241
4589,10349,4589-10349-8464,8464
2726,10349,2726-10349-8464,8464
7334,10349,7334-10349-8464,8464
3802,10349,3802-10349-8464,8464
2093,10315,2093-10315-8386,8386
11052,10315,11052-10315-8386,8386
8176,10315,8176-10315-8386,8386
4567,10315,4567-10315-8386,8386
9662,10315,9662-10315-8386,8386
457,10315,457-10315-8386,8386
419,10315,419-10315-8386,8386
4201,10315,4201-10315-8386,8386
534,10315,534-10315-8386,8386
10228,10315,10228-10315-8386,8386
8581,10315,8581-10315-8386,8386
3687,10315,3687-10315-8386,8386
1630,10315,1630-10315-8386,8386
3945,10315,3945-10315-8386,8386
284,10315,284-10315-8386,8386
9215,10315,9215-10315-8386,8386
26,10315,26-10315-8386,8386
10343,10315,10343-10315-8386,8386
7172,10315,7172-10315-8386,8386
647,10315,647-10315-8386,8386
4694,10315,4694-10315-8386,8386
10593,10315,10593-10315-8386,8386
9922,10315,9922-10315-8386,8386
6092,10315,6092-10315-8386,8386
6074,10315,6074-10315-8386,8386
43,10315,43-10315-8386,8386
1136,3879,1136-3879-10241,10241
7506,3879,7506-3879-10241,10241
10188,9497,10188-9497-10239,10239
10851,9497,10851-9497-10239,10239
4945,9497,4945-9497-10239,10239
5414,9497,5414-9497-10239,10239
1332,9497,1332-9497-10239,10239
11688,11877,11688-11877-8375,8375
942,11877,942-11877-8375,8375
4032,11877,4032-11877-8375,8375
6240,11877,6240-11877-8375,8375
11304,11877,11304-11877-8375,8375
9399,11877,9399-11877-8375,8375
4187,11877,4187-11877-8375,8375
11809,15680,11809-15680-8419,8419
4282,1925,4282-1925-8378,8378
10625,1925,10625-1925-8378,8378
3392,1925,3392-1925-8378,8378
7116,1925,7116-1925-8378,8378
3508,1925,3508-1925-8378,8378
614,1925,614-1925-8378,8378
6057,1925,6057-1925-8378,8378
8164,1925,8164-1925-8378,8378
693,1925,693-1925-8378,8378
5905,1925,5905-1925-8378,8378
6106,1925,6106-1925-8378,8378
6786,1925,6786-1925-8378,8378
1116,11069,1116-11069-8467,8467
7300,1506,7300-1506-8419,8419
8146,1506,8146-1506-8419,8419
7600,1506,7600-1506-8419,8419
1053,1506,1053-1506-8419,8419
8171,1506,8171-1506-8419,8419
5934,1506,5934-1506-8419,8419
10619,1506,10619-1506-8419,8419
11090,1506,11090-1506-8419,8419
1405,1506,1405-1506-8419,8419
6987,1506,6987-1506-8419,8419
4029,1506,4029-1506-8419,8419
13,1506,13-1506-8419,8419
3098,1506,3098-1506-8419,8419
9659,1506,9659-1506-8419,8419
122,1506,122-1506-8419,8419
2224,1506,2224-1506-8419,8419
10223,1506,10223-1506-8419,8419
1021,1506,1021-1506-8419,8419
9966,1506,9966-1506-8419,8419
9617,1506,9617-1506-8419,8419
3179,1506,3179-1506-8419,8419
2397,5446,2397-5446-8388,8388
7651,5446,7651-5446-8388,8388
10397,1610,10397-1610-8464,8464
6035,1610,6035-1610-8464,8464
4589,1610,4589-1610-8464,8464
5849,1610,5849-1610-8464,8464
7334,1610,7334-1610-8464,8464
8804,1610,8804-1610-8464,8464
3802,1610,3802-1610-8464,8464
10544,1610,10544-1610-8464,8464
6432,1610,6432-1610-8464,8464
8804,10349,8804-10349-8464,8464
6035,10349,6035-10349-8464,8464
10544,10349,10544-10349-8464,8464
3788,10349,3788-10349-8464,8464
3802,16926,3802-16926-8464,8464
4787,16926,4787-16926-8464,8464
4553,16926,4553-16926-8464,8464
353,10349,353-10349-8464,8464
3690,1610,3690-1610-8464,8464
4553,1610,4553-1610-8464,8464
6123,1610,6123-1610-8464,8464
3802,16086,3802-16086-8464,8464
4589,16086,4589-16086-8464,8464
135,16086,135-16086-8464,8464
8804,16086,8804-16086-8464,8464
4553,16086,4553-16086-8464,8464
310,16086,310-16086-8464,8464
1228,16086,1228-16086-8464,8464
5998,16086,5998-16086-8464,8464
6125,3084,6125-3084-8493,8493
6533,11184,6533-11184-8492,8492
6125,11184,6125-11184-8492,8492
9088,11184,9088-11184-8492,8492
5460,1541,5460-1541-10240,10240
9088,4841,9088-4841-8492,8492
2886,4841,2886-4841-8492,8492
5355,4841,5355-4841-9,9
10851,10341,10851-10341-10239,10239
8170,10341,8170-10341-10239,10239
4152,10341,4152-10341-10239,10239
6057,10341,6057-10341-10239,10239
1332,10341,1332-10341-10239,10239
3121,10341,3121-10341-10239,10239
5414,10341,5414-10341-10239,10239
5355,11184,5355-11184-9,9
5138,12485,5138-12485-40959,40959
11366,3410,11366-3410-8492,8492
434,11343,434-11343-10241,10241
1778,11184,1778-11184-8491,8491
10625,8770,10625-8770-8378,8378
3707,8770,3707-8770-8378,8378
11822,8770,11822-8770-8378,8378
1235,8770,1235-8770-8378,8378
1534,8770,1534-8770-8378,8378
2189,8770,2189-8770-8378,8378
6057,8770,6057-8770-8378,8378
2270,8770,2270-8770-8378,8378
5582,8770,5582-8770-8378,8378
10555,12057,10555-12057-8419,8419
114,12057,114-12057-8419,8419
4539,12057,4539-12057-8419,8419
11355,12057,11355-12057-8419,8419
10224,12057,10224-12057-8419,8419
11307,12057,11307-12057-8419,8419
8363,12057,8363-12057-8419,8419
9356,12057,9356-12057-8419,8419
11476,12057,11476-12057-8419,8419
4000,12057,4000-12057-8419,8419
6838,12057,6838-12057-8419,8419
5597,12057,5597-12057-8419,8419
10433,12057,10433-12057-8419,8419
5407,11902,5407-11902-8418,8418
3586,11902,3586-11902-8418,8418
114,11902,114-11902-8418,8418
9356,11902,9356-11902-8418,8418
3344,11902,3344-11902-8415,8415
4972,11902,4972-11902-8415,8415
1304,11902,1304-11902-8418,8418
5597,11902,5597-11902-8418,8418
8838,11902,8838-11902-8418,8418
7044,11902,7044-11902-8418,8418
2224,11902,2224-11902-8418,8418
5722,11902,5722-11902-8418,8418
9055,11902,9055-11902-8418,8418
11566,11902,11566-11902-8418,8418
1188,11902,1188-11902-8415,8415
10061,11902,10061-11902-8418,8418
2498,11902,2498-11902-8418,8418
8792,11902,8792-11902-8418,8418
3516,11902,3516-11902-8418,8418
11020,11902,11020-11902-8418,8418
5222,11902,5222-11902-8418,8418
2118,2581,2118-2581-8415,8415
114,2581,114-2581-8418,8418
8168,2581,8168-2581-8415,8415
2748,2581,2748-2581-8415,8415
11020,2581,11020-2581-8418,8418
7044,2581,7044-2581-8418,8418
6644,2581,6644-2581-8415,8415
6256,2581,6256-2581-8418,8418
5597,2581,5597-2581-8418,8418
8792,2581,8792-2581-8418,8418
4698,2581,4698-2581-8415,8415
9356,2581,9356-2581-8418,8418
5070,2581,5070-2581-8415,8415
2224,2581,2224-2581-8418,8418
2068,2581,2068-2581-8415,8415
3586,2581,3586-2581-8415,8415
2244,2581,2244-2581-8415,8415
3640,2581,3640-2581-8415,8415
3344,2581,3344-2581-8415,8415
2703,2581,2703-2581-8418,8418
8838,2581,8838-2581-8418,8418
11566,2581,11566-2581-8418,8418
4927,2581,4927-2581-8418,8418
6802,2581,6802-2581-8418,8418
7731,2581,7731-2581-8418,8418
9236,2581,9236-2581-8418,8418
6022,2581,6022-2581-8418,8418
2715,2581,2715-2581-8418,8418
8446,2581,8446-2581-8415,8415
5836,1299,5836-1299-8425,8425
7744,2581,7744-2581-8415,8415
1057,2581,1057-2581-8418,8418
5934,6299,5934-6299-8419,8419
3478,2269,3478-2269-8419,8419
11722,2269,11722-2269-8419,8419
5750,5200,5750-5200-8380,8380
5881,16086,5881-16086-8464,8464
9488,5847,9488-5847-8464,8464
7618,5011,7618-5011-40960,40960
10322,1913,10322-1913-40960,40960
186,15508,186-15508-40960,40960
1386,5011,1386-5011-40960,40960
5656,5011,5656-5011-40960,40960
2429,2027,2429-2027-8413,8413
4369,9418,4369-9418-10238,10238
802,9418,802-9418-10238,10238
2931,9418,2931-9418-10238,10238
4691,9418,4691-9418-10238,10238
2190,9418,2190-9418-10238,10238
238,9418,238-9418-10238,10238
948,5019,948-5019-8388,8388
8288,5019,8288-5019-66488,66488
410,5019,410-5019-66488,66488
3746,2441,3746-2441-52562,52562
4441,16686,4441-16686-10242,10242
4032,8548,4032-8548-8375,8375
6240,8548,6240-8548-8375,8375
9672,8548,9672-8548-8375,8375
6057,8548,6057-8548-8375,8375
6240,9378,6240-9378-8375,8375
4032,9378,4032-9378-8375,8375
359,9378,359-9378-8375,8375
9672,9378,9672-9378-8375,8375
6145,9378,6145-9378-8375,8375
3945,9378,3945-9378-8375,8375
6139,1251,6139-1251-8375,8375
4032,14253,4032-14253-8375,8375
6240,14253,6240-14253-8375,8375
359,14253,359-14253-8375,8375
6145,14253,6145-14253-8375,8375
16,14253,16-14253-8375,8375
6502,14253,6502-14253-8375,8375
840,11877,840-11877-8375,8375
9672,1251,9672-1251-8375,8375
6057,11877,6057-11877-8375,8375
5460,50,5460-50-10240,10240
3306,50,3306-50-10240,10240
269,50,269-50-10240,10240
2659,50,2659-50-10240,10240
5239,5719,5239-5719-8467,8467
3612,6172,3612-6172-10242,10242
5239,16666,5239-16666-8467,8467
10625,5331,10625-5331-8378,8378
1235,5331,1235-5331-8378,8378
6057,5331,6057-5331-8378,8378
5309,11808,5309-11808-8380,8380
4282,5331,4282-5331-8378,8378
7116,5331,7116-5331-8378,8378
10625,3648,10625-3648-8378,8378
6057,3648,6057-3648-8378,8378
6106,3648,6106-3648-8378,8378
1235,3648,1235-3648-8378,8378
4261,3648,4261-3648-8378,8378
7383,14918,7383-14918-8380,8380
7116,3648,7116-3648-8378,8378
8208,16734,8208-16734-40958,40958
8181,1397,8181-1397-8491,8491
1778,8287,1778-8287-8491,8491
1173,8287,1173-8287-8491,8491
8181,8287,8181-8287-8491,8491
9088,8287,9088-8287-8492,8492
8386,8287,8386-8287-8466,8466
2886,8287,2886-8287-8492,8492
3612,6526,3612-6526-10242,10242
1534,6751,1534-6751-8388,8388
2270,6751,2270-6751-8388,8388
1366,8635,1366-8635-8388,8388
4432,15460,4432-15460-10243,10243
5674,15460,5674-15460-10243,10243
10195,1962,10195-1962-8386,8386
2397,1962,2397-1962-8386,8386
5075,190,5075-190-8386,8386
2093,190,2093-190-8386,8386
457,190,457-190-8386,8386
8552,190,8552-190-8386,8386
1307,190,1307-190-8386,8386
1630,190,1630-190-8386,8386
915,190,915-190-8386,8386
3978,190,3978-190-8386,8386
7651,190,7651-190-8386,8386
1395,190,1395-190-8386,8386
7172,190,7172-190-8386,8386
6092,190,6092-190-8386,8386
8432,190,8432-190-8386,8386
2335,190,2335-190-66487,66487
10811,190,10811-190-8386,8386
6074,190,6074-190-66487,66487
1513,1962,1513-1962-8386,8386
1513,14667,1513-14667-8386,8386
2093,8487,2093-8487-8386,8386
457,8487,457-8487-8386,8386
1630,8487,1630-8487-8386,8386
3931,8487,3931-8487-8386,8386
7651,8487,7651-8487-8386,8386
10593,8487,10593-8487-8386,8386
7172,8487,7172-8487-8386,8386
4567,8487,4567-8487-66487,66487
10019,8487,10019-8487-8386,8386
2335,8487,2335-8487-66487,66487
11161,8487,11161-8487-8386,8386
6074,8487,6074-8487-66487,66487
1307,8487,1307-8487-8386,8386
6092,8487,6092-8487-8386,8386
7172,1237,7172-1237-8386,8386
8619,10315,8619-10315-8386,8386
10149,10315,10149-10315-8386,8386
6092,14667,6092-14667-8386,8386
8581,14667,8581-14667-8386,8386
11616,10315,11616-10315-8386,8386
7013,10315,7013-10315-8386,8386
10781,10315,10781-10315-8386,8386
9816,10315,9816-10315-8386,8386
10615,10315,10615-10315-8386,8386
8176,14667,8176-14667-8386,8386
2631,10315,2631-10315-8386,8386
3931,1237,3931-1237-8386,8386
11640,1237,11640-1237-8386,8386
11817,190,11817-190-8386,8386
11315,10315,11315-10315-8386,8386
4567,190,4567-190-66487,66487
6142,16176,6142-16176-8386,8386
617,190,617-190-8386,8386
2757,9154,2757-9154-8464,8464
310,9154,310-9154-8464,8464
5301,16431,5301-16431-40958,40958
2643,12171,2643-12171-40958,40958
9088,4548,9088-4548-8492,8492
5355,9290,5355-9290-9,9
9088,9290,9088-9290-8492,8492
8506,5951,8506-5951-28228,28228
1173,5951,1173-5951-28228,28228
8181,5951,8181-5951-28228,28228
2465,5951,2465-5951-28228,28228
11494,5951,11494-5951-28228,28228
9158,5951,9158-5951-28228,28228
9514,5951,9514-5951-28228,28228
706,5951,706-5951-28228,28228
9236,5951,9236-5951-28228,28228
4084,5951,4084-5951-28228,28228
4010,5951,4010-5951-28228,28228
11388,5951,11388-5951-28228,28228
114,12643,114-12643-8419,8419
762,12643,762-12643-8419,8419
8363,12643,8363-12643-8419,8419
4029,12643,4029-12643-8419,8419
7600,12643,7600-12643-8419,8419
1405,12643,1405-12643-8419,8419
6379,12643,6379-12643-8419,8419
7044,12643,7044-12643-8419,8419
2224,12643,2224-12643-8419,8419
10686,12643,10686-12643-8419,8419
7810,12643,7810-12643-8419,8419
5597,12643,5597-12643-8419,8419
4000,12643,4000-12643-8419,8419
6003,12643,6003-12643-8419,8419
11090,12643,11090-12643-8419,8419
9356,12643,9356-12643-8419,8419
7467,9744,7467-9744-8418,8418
114,9744,114-9744-8418,8418
1889,9744,1889-9744-8418,8418
4029,9744,4029-9744-8418,8418
11020,9744,11020-9744-8418,8418
1412,9744,1412-9744-8418,8418
3891,9744,3891-9744-8418,8418
7300,9744,7300-9744-8418,8418
2504,9744,2504-9744-8418,8418
7731,9744,7731-9744-8418,8418
8446,9744,8446-9744-8418,8418
5896,9744,5896-9744-8418,8418
6022,9744,6022-9744-8418,8418
8838,9744,8838-9744-8418,8418
6802,9744,6802-9744-8418,8418
11566,9744,11566-9744-8418,8418
5597,9744,5597-9744-8418,8418
6882,9744,6882-9744-8418,8418
9356,9744,9356-9744-8418,8418
4518,9744,4518-9744-8418,8418
768,12057,768-12057-8419,8419
7035,12643,7035-12643-8419,8419
3891,12643,3891-12643-8419,8419
8419,12643,8419-12643-8419,8419
7654,12643,7654-12643-8419,8419
11355,7503,11355-7503-8419,8419
114,7503,114-7503-8419,8419
10555,7503,10555-7503-8419,8419
8363,7503,8363-7503-8419,8419
9324,7503,9324-7503-8419,8419
7044,7503,7044-7503-8419,8419
10433,7503,10433-7503-8419,8419
6838,7503,6838-7503-8419,8419
5597,7503,5597-7503-8419,8419
4539,7503,4539-7503-8419,8419
4000,7503,4000-7503-8419,8419
9356,7503,9356-7503-8419,8419
8932,12643,8932-12643-8419,8419
11722,12643,11722-12643-8419,8419
11476,12643,11476-12643-8419,8419
6337,10297,6337-10297-8415,8415
9557,7503,9557-7503-8419,8419
8328,7503,8328-7503-8419,8419
10224,7503,10224-7503-8419,8419
8932,7503,8932-7503-8419,8419
9236,12057,9236-12057-8419,8419
9236,7503,9236-7503-8419,8419
5722,2581,5722-2581-8418,8418
5222,2581,5222-2581-8418,8418
2953,9744,2953-9744-8418,8418
4698,9744,4698-9744-8418,8418
10433,12643,10433-12643-8419,8419
4539,12643,4539-12643-8419,8419
122,9744,122-9744-8418,8418
10842,9744,10842-9744-8418,8418
11020,9814,11020-9814-8418,8418
11566,9814,11566-9814-8418,8418
6987,9814,6987-9814-8418,8418
1057,9814,1057-9814-8418,8418
8676,9814,8676-9814-8415,8415
604,9814,604-9814-8415,8415
8201,9814,8201-9814-8418,8418
9606,15235,9606-15235-8388,8388
948,5085,948-5085-8388,8388
1307,5085,1307-5085-8388,8388
6080,9679,6080-9679-8388,8388
948,9679,948-9679-8388,8388
9606,9679,9606-9679-8388,8388
6142,9679,6142-9679-8388,8388
11167,9679,11167-9679-8388,8388
2631,5446,2631-5446-8388,8388
1836,11673,1836-11673-8400,8400
1386,9740,1386-9740-40960,40960
6106,5978,6106-5978-8378,8378
4191,5978,4191-5978-8378,8378
7116,5978,7116-5978-8378,8378
10625,5978,10625-5978-8378,8378
4282,5978,4282-5978-8378,8378
614,5978,614-5978-8378,8378
4261,5978,4261-5978-8378,8378
693,5978,693-5978-8378,8378
53,5978,53-5978-8378,8378
1235,5978,1235-5978-8378,8378
1889,2320,1889-2320-8418,8418
9617,2320,9617-2320-8415,8415
11020,2320,11020-2320-8418,8418
3344,2320,3344-2320-8415,8415
4698,2320,4698-2320-8418,8418
2118,2320,2118-2320-8415,8415
2244,2320,2244-2320-8415,8415
6354,2320,6354-2320-8418,8418
8676,2320,8676-2320-8415,8415
3640,2320,3640-2320-8415,8415
8168,2320,8168-2320-8415,8415
7731,2320,7731-2320-8418,8418
8446,2320,8446-2320-8415,8415
3586,2320,3586-2320-8415,8415
1412,2320,1412-2320-8418,8418
5919,2320,5919-2320-8415,8415
9236,2320,9236-2320-8418,8418
3891,2320,3891-2320-8418,8418
5222,2320,5222-2320-8418,8418
604,2320,604-2320-8418,8418
6802,2320,6802-2320-8418,8418
11566,2320,11566-2320-8418,8418
8792,2320,8792-2320-8418,8418
6256,2320,6256-2320-8418,8418
6022,2320,6022-2320-8418,8418
604,2320,604-2320-8415,8415
7300,4502,7300-4502-8419,8419
6987,4502,6987-4502-8419,8419
7600,4502,7600-4502-8419,8419
1053,4502,1053-4502-8419,8419
4029,4502,4029-4502-8419,8419
8171,4502,8171-4502-8419,8419
5934,4502,5934-4502-8419,8419
6051,4502,6051-4502-8419,8419
1405,4502,1405-4502-8419,8419
6354,4502,6354-4502-8419,8419
8363,4502,8363-4502-8419,8419
13,4502,13-4502-8419,8419
9659,4502,9659-4502-8419,8419
5303,4502,5303-4502-8419,8419
1021,4502,1021-4502-8419,8419
9966,4502,9966-4502-8419,8419
7810,4502,7810-4502-8419,8419
7467,4502,7467-4502-8419,8419
11090,4502,11090-4502-8419,8419
10686,4502,10686-4502-8419,8419
7744,4502,7744-4502-8419,8419
11809,4502,11809-4502-8419,8419
5303,1506,5303-1506-8419,8419
10118,1506,10118-1506-8419,8419
11809,1506,11809-1506-8419,8419
10223,4502,10223-4502-8419,8419
4104,4502,4104-4502-8419,8419
2748,2320,2748-2320-8415,8415
806,2320,806-2320-8415,8415
10899,2320,10899-2320-8418,8418
8838,2320,8838-2320-8418,8418
2953,2320,2953-2320-8418,8418
6987,14764,6987-14764-8419,8419
6051,14764,6051-14764-8419,8419
6354,14764,6354-14764-8419,8419
2224,14764,2224-14764-8419,8419
9966,14764,9966-14764-8419,8419
10619,14764,10619-14764-8419,8419
1021,14764,1021-14764-8419,8419
5934,14764,5934-14764-8419,8419
2224,4502,2224-4502-8419,8419
8598,4502,8598-4502-8419,8419
3179,4502,3179-4502-8419,8419
6051,1506,6051-1506-8419,8419
11215,1506,11215-1506-8419,8419
8887,2946,8887-2946-8419,8419
1405,14764,1405-14764-8419,8419
122,14764,122-14764-8419,8419
9659,14764,9659-14764-8419,8419
7744,14764,7744-14764-8419,8419
5723,14764,5723-14764-8419,8419
10223,14764,10223-14764-8419,8419
4390,14764,4390-14764-8419,8419
604,14764,604-14764-8419,8419
5896,1506,5896-1506-8419,8419
6844,1506,6844-1506-8419,8419
8792,1506,8792-1506-8419,8419
2715,1506,2715-1506-8419,8419
7744,1506,7744-1506-8419,8419
122,4502,122-4502-8419,8419
7654,4502,7654-4502-8419,8419
8932,5712,8932-5712-8419,8419
122,2320,122-2320-8418,8418
7744,2320,7744-2320-8415,8415
5704,2946,5704-2946-8419,8419
4000,2946,4000-2946-8419,8419
2715,4502,2715-4502-8419,8419
5192,4502,5192-4502-8419,8419
9929,2320,9929-2320-8415,8415
6844,1432,6844-1432-8418,8418
11307,2946,11307-2946-8419,8419
10164,2320,10164-2320-8418,8418
2703,2320,2703-2320-8418,8418
5919,4155,5919-4155-8415,8415
6051,4155,6051-4155-8418,8418
1053,9814,1053-9814-8418,8418
5070,9814,5070-9814-8415,8415
2953,9814,2953-9814-8418,8418
11722,2946,11722-2946-8419,8419
10118,14764,10118-14764-8419,8419
6240,6240,6240-6240-8375,8375
9672,6240,9672-6240-8375,8375
4032,6240,4032-6240-8375,8375
6057,6240,6057-6240-8375,8375
6240,254,6240-254-8375,8375
4032,254,4032-254-8375,8375
359,254,359-254-8375,8375
1091,254,1091-254-8375,8375
6145,254,6145-254-8375,8375
6057,254,6057-254-8375,8375
9672,254,9672-254-8375,8375
6240,8768,6240-8768-8375,8375
942,8768,942-8768-8375,8375
4032,8768,4032-8768-8375,8375
8623,8768,8623-8768-8375,8375
3330,8768,3330-8768-8375,8375
11304,8768,11304-8768-8375,8375
4187,8768,4187-8768-8375,8375
11161,8768,11161-8768-8375,8375
840,8768,840-8768-8375,8375
6240,3024,6240-3024-8375,8375
4032,3024,4032-3024-8375,8375
16,3024,16-3024-8375,8375
6057,3024,6057-3024-8375,8375
9672,3024,9672-3024-8375,8375
6502,3024,6502-3024-8375,8375
11688,8768,11688-8768-8375,8375
3945,254,3945-254-8375,8375
6240,15111,6240-15111-8375,8375
4032,15111,4032-15111-8375,8375
9672,15111,9672-15111-8375,8375
1295,8768,1295-8768-8375,8375
6057,8768,6057-8768-8375,8375
7303,14667,7303-14667-8386,8386
4432,14757,4432-14757-10243,10243
5674,14757,5674-14757-10243,10243
6125,9971,6125-9971-8493,8493
2886,9971,2886-9971-8493,8493
3121,10523,3121-10523-10239,10239
8170,10523,8170-10523-10239,10239
4152,10523,4152-10523-10239,10239
1332,10523,1332-10523-10239,10239
10851,10523,10851-10523-10239,10239
5414,10523,5414-10523-10239,10239
5949,10523,5949-10523-10239,10239
1235,11584,1235-11584-8378,8378
10625,11584,10625-11584-8378,8378
11052,11584,11052-11584-8378,8378
6057,11584,6057-11584-8378,8378
6786,11584,6786-11584-8378,8378
5234,7879,5234-7879-8378,8378
434,6116,434-6116-10241,10241
6101,6116,6101-6116-10241,10241
5209,6117,5209-6117-8376,8376
10188,6117,10188-6117-8376,8376
422,6117,422-6117-8376,8376
5180,6117,5180-6117-8376,8376
5743,15955,5743-15955-10240,10240
9242,12485,9242-12485-40959,40959
10568,12485,10568-12485-40959,40959
4191,11834,4191-11834-8378,8378
4291,11834,4291-11834-8378,8378
6106,11834,6106-11834-8378,8378
10625,11834,10625-11834-8378,8378
11520,11834,11520-11834-8378,8378
4282,11834,4282-11834-8378,8378
5905,11834,5905-11834-8378,8378
53,11834,53-11834-8378,8378
7116,11834,7116-11834-8378,8378
3508,11834,3508-11834-8378,8378
419,11834,419-11834-8378,8378
6057,11834,6057-11834-8378,8378
4261,11834,4261-11834-8378,8378
3392,11834,3392-11834-8378,8378
9913,11834,9913-11834-8378,8378
614,11834,614-11834-8378,8378
1235,11834,1235-11834-8378,8378
11161,11834,11161-11834-8378,8378
1630,11834,1630-11834-8378,8378
11052,11834,11052-11834-8378,8378
6786,11834,6786-11834-8378,8378
5905,9652,5905-9652-8378,8378
7116,9652,7116-9652-8378,8378
4282,9652,4282-9652-8378,8378
6106,9652,6106-9652-8378,8378
3650,9652,3650-9652-8378,8378
693,9652,693-9652-8378,8378
53,9652,53-9652-8378,8378
3508,9652,3508-9652-8378,8378
9913,9652,9913-9652-8378,8378
2040,2593,2040-2593-8378,8378
7116,2593,7116-2593-8378,8378
4191,2593,4191-2593-8378,8378
4282,2593,4282-2593-8378,8378
10113,1331,10113-1331-10242,10242
4441,1331,4441-1331-10242,10242
10188,12771,10188-12771-10239,10239
4152,12771,4152-12771-10239,10239
4945,12771,4945-12771-10239,10239
3121,12771,3121-12771-10239,10239
10851,12771,10851-12771-10239,10239
4191,16930,4191-16930-8378,8378
693,11834,693-11834-8378,8378
1136,5635,1136-5635-10241,10241
5460,8887,5460-8887-10240,10240
11253,8887,11253-8887-10240,10240
5743,8887,5743-8887-10240,10240
2362,8887,2362-8887-10240,10240
269,8887,269-8887-10240,10240
2659,8887,2659-8887-10240,10240
1273,8887,1273-8887-10240,10240
5277,9652,5277-9652-8378,8378
3392,9652,3392-9652-8378,8378
6047,12237,6047-12237-10237,10237
5204,12237,5204-12237-10237,10237
2093,12011,2093-12011-8386,8386
8552,12011,8552-12011-8386,8386
8432,12011,8432-12011-8386,8386
915,12011,915-12011-8386,8386
5075,12011,5075-12011-8386,8386
1395,12011,1395-12011-8386,8386
3978,12011,3978-12011-8386,8386
9922,12011,9922-12011-8386,8386
43,12011,43-12011-8386,8386
26,12011,26-12011-8386,8386
10811,12011,10811-12011-8386,8386
2093,15472,2093-15472-8386,8386
5075,15472,5075-15472-8386,8386
457,15472,457-15472-8386,8386
1630,15472,1630-15472-8386,8386
8552,15472,8552-15472-8386,8386
647,15472,647-15472-8386,8386
915,15472,915-15472-8386,8386
3978,15472,3978-15472-8386,8386
7172,15472,7172-15472-8386,8386
1395,15472,1395-15472-8386,8386
2397,15472,2397-15472-8386,8386
2093,4877,2093-4877-8386,8386
5075,4877,5075-4877-8386,8386
2095,4877,2095-4877-8386,8386
4291,4877,4291-4877-8386,8386
1962,4877,1962-4877-8386,8386
9172,4877,9172-4877-8386,8386
11520,4877,11520-4877-8386,8386
3816,4877,3816-4877-8386,8386
1853,4877,1853-4877-8386,8386
9413,4877,9413-4877-8386,8386
8552,4877,8552-4877-8386,8386
915,4877,915-4877-8386,8386
3503,4877,3503-4877-8386,8386
859,4877,859-4877-8386,8386
5221,4877,5221-4877-8386,8386
3825,4877,3825-4877-8386,8386
